City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,wainwright,52.839,-110.8572,6.58,94,100,15.59,CA,1667857944
365,kaitangata,-46.2817,169.8464,60.66,60,59,1.03,NZ,1667857749
366,sao filipe,14.8961,-24.4956,78.57,67,66,4.03,CV,1667857944
367,shimoda,34.6667,138.95,56.1,68,0,10.92,JP,1667857945
368,tessalit,20.1986,1.0114,75.06,13,32,9.46,ML,1667857945
369,mwinilunga,-11.7358,24.4293,60.71,97,96,1.57,ZM,1667857946
370,jalu,29.0331,21.5482,64.9,69,37,9.95,LY,1667857946
371,luderitz,-26.6481,15.1594,62.38,85,18,8.03,NA,1667857946
372,bucerias,20.75,-105.3333,82.98,71,3,5.46,MX,1667857691
373,quelimane,-17.8786,36.8883,77.59,84,22,7.65,MZ,1667857947
374,qasigiannguit,68.8193,-51.1922,-5.04,89,13,5.59,GL,1667857947
375,kalaikunda,22.35,87.25,69.37,64,12,3.89,IN,1667857948
376,dingle,10.9995,122.6711,76.06,92,59,5.48,PH,1667857948
377,shiyan,32.6475,110.7781,53.92,74,11,2.73,CN,1667857948
378,sorkjosen,69.8,20.9333,41.0,81,100,10.36,NO,1667857949
379,grafton,42.207,-71.6856,69.8,33,0,13.8,US,1667857949
380,okhotsk,59.3833,143.3,7.03,77,38,16.49,RU,1667857949
381,victoria falls,-17.9235,25.843,70.65,71,96,2.91,ZW,1667857950
382,baykit,61.67,96.37,10.17,98,89,3.44,RU,1667857950
383,port macquarie,-31.4333,152.9167,64.89,73,56,3.49,AU,1667857951
384,mahina,-17.5065,-149.489,82.17,74,20,12.66,PF,1667857874
385,kahului,20.8947,-156.47,89.62,60,20,25.32,US,1667857951
386,singarayakonda,15.25,80.0333,74.5,76,0,6.26,IN,1667857951
387,santa teresa,10.2341,-66.6631,89.42,75,93,1.77,VE,1667857952
388,namibe,-15.1961,12.1522,68.76,76,3,9.31,AO,1667857952
389,dingzhou,38.5131,114.9956,35.71,51,1,1.9,CN,1667857952
390,sao felipe,-14.8167,-41.3833,73.31,61,97,7.09,BR,1667857953
391,kamalasai,16.3384,103.5756,70.23,75,3,6.4,TH,1667857953
392,asau,46.4333,26.4,42.28,78,92,3.56,RO,1667857953
393,poli,-3.3333,36.8,60.96,89,78,4.79,TZ,1667857954
394,torit,4.4133,32.5678,77.38,59,98,1.7,SS,1667857954
395,mayskiy,47.6931,40.1025,35.01,78,90,8.61,RU,1667857954
396,ponta delgada,37.7333,-25.6667,63.5,88,40,8.05,PT,1667857955
397,largo,27.9095,-82.7873,84.2,59,40,15.01,US,1667857746
398,genhe,50.7833,121.5167,6.28,100,100,1.01,CN,1667857955
399,coria,39.9879,-6.5377,57.45,88,93,2.06,ES,1667857802
400,hovd,48.0056,91.6419,34.77,45,98,9.64,MN,1667857956
401,iki-burul,45.8208,44.6472,35.42,81,70,13.27,RU,1667857956
402,ozark,37.0209,-93.206,65.62,48,65,1.99,US,1667857956
403,tual,-5.6667,132.75,83.53,74,100,6.62,ID,1667857871
404,camacha,33.0833,-16.3333,62.02,100,20,2.3,PT,1667857957
405,limoux,42.9167,2.1667,55.74,85,92,4.88,FR,1667857957
406,coxim,-18.5067,-54.76,83.79,26,40,5.77,BR,1667857957
407,gboko,7.3179,8.9951,79.54,37,89,4.03,NG,1667857958
408,niimi,34.9833,133.4667,53.55,88,0,3.27,JP,1667857958
409,manjacaze,-24.7117,33.8828,71.4,92,38,4.83,MZ,1667857958
410,san patricio,28.017,-97.5169,86.72,64,0,12.39,US,1667857959
411,tukrah,32.5341,20.5791,68.0,76,12,10.02,LY,1667857959
412,imola,44.3523,11.7158,52.74,70,1,3.89,IT,1667857959
413,itarema,-2.9248,-39.9167,79.14,76,86,16.42,BR,1667857960
414,kanye,-24.9667,25.3327,61.84,95,100,7.07,BW,1667857960
415,waverly,42.7392,-84.6208,51.96,45,0,10.36,US,1667857960
416,gwembe,-16.4975,27.6069,66.09,79,100,0.65,ZM,1667857961
417,birsk,55.4211,55.5428,27.64,95,100,7.11,RU,1667857961
418,yatou,37.15,122.3833,50.02,87,0,5.35,CN,1667857961
419,fort dix,40.0298,-74.6185,75.29,29,0,9.22,US,1667857722
420,ginda,30.6945,78.4932,48.38,35,0,6.67,IN,1667857962
421,jinka,5.65,36.65,67.5,63,99,2.68,ET,1667857962
422,bara,10.3744,10.7288,76.91,29,25,6.64,NG,1667857962
423,bonthe,7.5264,-12.505,78.57,85,99,5.08,SL,1667857859
424,henties bay,-22.116,14.2845,62.76,87,2,4.56,NA,1667857963
425,yonezawa,37.9167,140.1167,45.84,85,5,2.89,JP,1667857963
426,tateyama,34.9833,139.8667,61.38,80,1,11.83,JP,1667857964
427,mahajanga,-15.7167,46.3167,78.82,89,40,4.61,MG,1667857964
428,pizarro,4.9533,-77.366,78.84,80,62,6.26,CO,1667857964
429,djambala,-2.5447,14.7533,67.57,93,91,1.34,CG,1667857965
430,alekseyevsk,57.8406,108.3492,21.88,93,83,10.54,RU,1667857965
431,abalak,58.1286,68.5944,23.41,96,33,5.53,RU,1667857965
432,egvekinot,66.3167,-179.1667,19.0,91,100,13.27,RU,1667857966
433,salalah,17.0151,54.0924,75.69,70,0,2.59,OM,1667857966
434,portland,45.5234,-122.6762,43.84,91,100,13.8,US,1667857966
435,port moresby,-9.4431,147.1797,78.22,83,20,5.75,PG,1667857927
436,port lincoln,-34.7333,135.8667,72.59,48,100,14.43,AU,1667857967
437,nushki,29.5542,66.0215,64.54,43,27,4.21,PK,1667857967
438,horta,38.5333,-28.6333,62.24,68,20,11.5,PT,1667857968
439,eureka,40.8021,-124.1637,53.92,81,100,7.0,US,1667857883
440,kawalu,-7.3817,108.2082,70.23,97,100,1.36,ID,1667857968
441,worthington,40.0931,-83.018,64.45,24,0,9.22,US,1667857841
442,north myrtle beach,33.816,-78.68,79.34,73,100,1.01,US,1667857968
443,riyadh,24.6877,46.7219,73.54,65,0,4.68,SA,1667857790
444,camacupa,-12.0167,17.4833,64.18,90,81,2.84,AO,1667857969
445,shingu,33.7333,135.9833,54.45,78,0,6.6,JP,1667857969
446,poshekhonye,58.4993,39.1353,34.77,94,100,10.67,RU,1667857969
447,vestmannaeyjar,63.4427,-20.2734,43.11,79,99,18.19,IS,1667857970
448,claremore,36.3126,-95.6161,73.15,61,100,4.0,US,1667857970
449,gravdal,68.1214,13.5031,37.29,93,20,9.22,NO,1667857970
450,tautira,-17.7333,-149.15,76.01,87,1,12.03,PF,1667857971
451,rio gallegos,-51.6226,-69.2181,75.25,29,75,17.27,AR,1667857971
452,yumen,40.2833,97.2,35.91,39,26,6.62,CN,1667857972
453,alberton,46.8168,-64.0654,59.13,54,31,27.49,CA,1667857972
454,labrea,-7.2586,-64.7981,88.5,41,84,2.13,BR,1667857972
455,nador,35.174,-2.9287,62.85,77,0,2.3,MA,1667857825
456,aksu,41.1231,80.2644,43.77,41,16,2.86,CN,1667857973
457,oistins,13.0667,-59.5333,82.49,78,20,16.11,BB,1667857925
458,batemans bay,-35.7167,150.1833,63.1,66,6,3.53,AU,1667857973
459,council bluffs,41.2619,-95.8608,55.49,25,40,18.41,US,1667857696
460,la sarre,48.8002,-79.1996,33.53,70,99,15.99,CA,1667857862
461,rudozem,41.4833,24.85,47.59,76,79,3.49,BG,1667857974
462,lajedo,-8.6636,-36.32,68.81,93,100,1.72,BR,1667857974
463,revelstoke,50.9832,-118.2023,26.62,86,100,4.61,CA,1667857814
464,zhangjiakou,40.81,114.8794,33.98,30,0,0.38,CN,1667857974
465,baia de aries,46.3833,23.2833,48.06,89,100,2.33,RO,1667857975
466,harper,4.375,-7.7169,78.94,83,97,7.85,LR,1667857975
467,dinajpur,25.6272,88.6386,68.09,78,2,4.5,BD,1667857975
468,hohhot,40.8106,111.6522,21.49,68,0,4.47,CN,1667857976
469,poum,-20.2333,164.0167,78.01,80,98,11.23,NC,1667857976
470,mazatlan,23.2167,-106.4167,82.02,79,0,7.0,MX,1667857723
471,aban,56.67,96.06,23.7,89,81,6.91,RU,1667857976
472,cayambe,0.05,-78.1333,61.86,89,95,1.7,EC,1667857977
473,taoudenni,22.6783,-3.9836,77.74,18,5,10.6,ML,1667857977
474,broken hill,-31.95,141.4333,69.91,50,8,8.97,AU,1667857977
475,bogashevo,56.3683,85.1447,28.98,93,75,0.0,RU,1667857978
476,flinders,-34.5833,150.8552,69.39,73,23,5.01,AU,1667857978
477,port augusta,-32.5,137.7667,76.26,32,81,10.0,AU,1667857978
478,rocha,-34.4833,-54.3333,58.98,79,0,9.26,UY,1667857979
479,vredendal,-31.6683,18.5012,57.85,89,0,4.94,ZA,1667857979
480,kpalime,6.9,0.6333,74.68,84,99,1.81,TG,1667857979
481,kassala,15.451,36.4,83.1,45,4,7.85,SD,1667857980
482,little current,45.9793,-81.9248,44.42,62,67,20.24,CA,1667857980
483,adrar,20.5022,-10.0711,78.51,15,0,8.75,MR,1667857980
484,youhao,47.8667,128.8333,25.9,79,100,3.18,CN,1667857981
485,maragogi,-9.0122,-35.2225,77.41,79,92,3.31,BR,1667857981
486,saint anthony,45.0205,-93.218,37.24,60,0,3.44,US,1667857981
487,half moon bay,37.4636,-122.4286,63.9,54,75,16.11,US,1667857982
488,oban,56.4127,-5.4706,55.74,89,100,20.09,GB,1667857983
489,olafsvik,64.8945,-23.7142,42.87,75,98,13.62,IS,1667857983
490,clyde river,70.4692,-68.5914,12.43,67,75,6.91,CA,1667857700
491,chibombo,-14.6569,28.0706,66.67,90,100,2.42,ZM,1667857984
492,banda aceh,5.5577,95.3222,78.93,77,100,7.76,ID,1667857984
493,guilin,25.2819,110.2864,59.11,51,93,3.27,CN,1667857985
494,peleduy,59.6289,112.7406,20.68,93,99,8.41,RU,1667857985
495,husavik,66.0449,-17.3389,39.88,92,100,10.11,IS,1667857986
496,syracuse,37.0881,15.2792,60.39,67,0,3.87,IT,1667857802
497,bar harbor,44.3876,-68.2039,63.25,73,11,17.54,US,1667857790
498,point pedro,9.8167,80.2333,77.68,85,98,13.49,LK,1667857986
499,winchester,51.0651,-1.3187,59.65,80,100,26.46,GB,1667857987
500,andreapol,56.6513,32.2664,39.04,98,100,8.5,RU,1667857988
501,husum,54.4858,9.0524,55.29,94,100,16.82,DE,1667857988
502,yar-sale,66.8333,70.8333,21.7,94,100,6.8,RU,1667857989
503,port lavaca,28.615,-96.6261,87.31,79,0,12.66,US,1667857959
504,puerto escondido,15.85,-97.0667,84.04,76,90,5.03,MX,1667857989
505,adre,13.4667,22.2,79.65,19,86,13.67,TD,1667857990
506,margate,51.3813,1.3862,59.9,76,100,8.01,GB,1667857989
507,mandalgovi,45.7625,106.2708,31.5,37,59,8.99,MN,1667857990
508,marienburg,54.0359,19.0266,47.88,87,70,11.16,PL,1667857991
509,bayana,26.9,77.2833,74.52,46,67,2.28,IN,1667857992
510,iberia,29.9502,-91.7507,84.27,56,14,9.06,US,1667857992
511,hope,33.6671,-93.5916,73.45,90,85,8.57,US,1667857769
512,chapadinha,-3.7417,-43.3603,74.62,94,100,3.29,BR,1667857993
513,quang ngai,15.1167,108.8,70.09,91,62,6.35,VN,1667857993
514,caramay,10.1815,119.236,79.09,86,99,2.44,PH,1667857994
515,opuwo,-18.0607,13.84,65.23,43,0,5.68,NA,1667857994
516,krasnyy klyuch,55.3863,56.6529,28.51,93,100,6.85,RU,1667857995
517,bantry,51.6833,-9.45,51.78,81,74,17.63,IE,1667857995
518,bubaque,11.2833,-15.8333,83.79,66,92,12.1,GW,1667857996
519,jardim,-21.4803,-56.1381,73.2,46,44,6.51,BR,1667857998
520,riosucio,5.4216,-75.7032,64.09,92,63,2.37,CO,1667857998
521,ulaangom,49.9811,92.0667,21.96,86,65,0.65,MN,1667857862
522,baruun-urt,46.6806,113.2792,27.39,41,2,11.54,MN,1667857998
523,maniitsoq,65.4167,-52.9,17.2,55,0,7.63,GL,1667857999
524,daru,-9.0763,143.2092,78.96,88,100,5.3,PG,1667857999
525,nueva loja,0.0847,-76.8828,89.62,58,40,6.91,EC,1667857999
526,kaduqli,11.0167,29.7167,78.19,27,94,8.03,SD,1667858000
527,mitsamiouli,-11.3847,43.2844,77.5,82,2,12.64,KM,1667858000
528,marsh harbour,26.5412,-77.0636,79.65,72,2,27.38,BS,1667858000
529,amarante do maranhao,-5.5667,-46.7422,76.42,83,88,3.65,BR,1667858001
530,avera,33.194,-82.5271,81.37,59,14,4.72,US,1667858001
531,santa ines,-3.6667,-45.38,77.05,88,100,5.73,BR,1667857752
532,nelson bay,-32.7167,152.15,70.09,77,6,3.0,AU,1667858001
533,bilibino,68.0546,166.4372,-7.85,97,59,4.23,RU,1667858002
534,plouzane,48.3833,-4.6167,57.52,93,75,24.16,FR,1667858002
535,shima,24.4478,117.8111,69.82,89,60,2.26,CN,1667858003
536,fukue,32.6881,128.8419,63.81,54,0,12.93,JP,1667858003
537,raymondville,26.4815,-97.7831,89.71,51,18,14.05,US,1667858003
538,evanston,42.0411,-87.6901,54.28,48,49,5.01,US,1667858004
539,cumaral,4.2708,-73.4867,76.55,86,82,1.77,CO,1667858004
540,batticaloa,7.7102,81.6924,76.98,86,100,5.23,LK,1667858005
541,irun,43.339,-1.7894,71.46,40,0,16.11,ES,1667858005
542,aripuana,-9.1667,-60.6333,88.03,35,44,1.36,BR,1667858006
543,maple creek,49.9168,-109.4848,14.41,85,100,12.66,CA,1667858006
544,chicama,-7.8447,-79.1469,63.14,68,22,8.99,PE,1667858006
545,ruston,32.5232,-92.6379,81.59,74,20,9.22,US,1667858007
546,severo-kurilsk,50.6789,156.125,34.63,82,86,10.54,RU,1667858007
547,gornopravdinsk,60.05,69.9,19.53,98,95,5.48,RU,1667858007
548,cervo,43.6702,-7.4101,59.97,67,82,19.37,ES,1667858008
549,lakes entrance,-37.8811,147.981,68.16,60,4,1.66,AU,1667858008
550,weifang,36.71,119.1019,46.15,92,2,1.19,CN,1667858008
551,migori,-1.0634,34.4731,64.94,87,98,2.48,KE,1667858009
552,pokhara,28.2333,83.9833,61.36,56,90,3.51,NP,1667858009
553,boende,-0.2167,20.8667,70.52,98,100,0.56,CD,1667858009
554,kuvshinovo,57.0295,34.1725,36.84,98,100,8.03,RU,1667858010
555,portoferraio,42.8115,10.3146,58.51,62,2,8.43,IT,1667858010
556,oriximina,-1.7656,-55.8661,76.51,87,99,0.18,BR,1667858010
557,ixtapa,20.7,-105.2,82.22,72,6,7.0,MX,1667858011
558,jiamusi,46.8333,130.35,28.58,74,24,7.16,CN,1667858011
559,pinawa,50.1489,-95.8811,31.78,67,100,1.72,CA,1667858011
560,mecca,21.4267,39.8261,77.0,66,0,3.49,SA,1667857848
561,yeppoon,-23.1333,150.7333,69.58,71,30,12.88,AU,1667858012
562,takhli,15.2634,100.3438,69.84,92,0,4.59,TH,1667858012
563,ihosy,-22.4,46.1167,67.53,88,100,3.62,MG,1667858012
564,agadez,19.75,10.25,69.06,20,0,10.31,NE,1667858013
565,presidente epitacio,-21.7633,-52.1156,72.39,41,0,5.66,BR,1667858013
566,soyo,-6.1349,12.3689,78.57,84,60,7.31,AO,1667858013
567,muscat,23.6139,58.5922,83.41,53,17,4.32,OM,1667857904
568,portobelo,9.55,-79.65,78.04,94,100,9.75,PA,1667858014
569,suez,29.9737,32.5263,67.35,54,0,5.82,EG,1667858014
570,gladstone,-23.85,151.25,71.53,60,1,9.22,AU,1667858015
571,camalu,30.85,-116.0667,68.94,63,73,13.73,MX,1667858015
572,viransehir,37.2353,39.7631,61.23,47,100,14.03,TR,1667858015
